company_name,company_domain,ceo_name,founder_name,contact_email,linkedin_contact,number_of_employees,share_price_current,share_price_5y_ago
Chang PLC,Healthcare,James Hernandez,Jared Peterson,christopher69@hutchinson-huang.com,https://www.linkedin.com/in/campbellchad,7058,155.55,220.96
Noble Group,Artificial Intelligence,Michael Anthony,David Wilson,riveraandrew@henderson.com,https://www.linkedin.com/in/thomasflowers,414,252.32,148.15
Hoover-Fox,Manufacturing,Carrie Bennett,Shannon Morgan,kaylacohen@james.com,https://www.linkedin.com/in/blanchardelizabeth,4342,442.38,490.45
Madden-Nicholson,Education,Heidi Gentry,Anna Brown,nmalone@camacho-escobar.info,https://www.linkedin.com/in/holtjamie,8709,111.75,128.04
Klein-Evans,Education,Deanna Davidson,Colleen Sanchez,ebrown@skinner.com,https://www.linkedin.com/in/brookesolomon,1149,474.8,439.68
Harper-Harvey,Healthcare,Candice Ford,Jorge Parsons,savageandrew@pennington-taylor.biz,https://www.linkedin.com/in/charlestapia,2853,413.82,404.74
Swanson-Campbell,Finance,Raymond Powell,Amanda Trevino,xwhitaker@johnson.biz,https://www.linkedin.com/in/alan63,393,69.73,74.13
Mueller-Odom,Human Resources,Dawn Freeman,Sarah Hampton,bsmith@rivera.net,https://www.linkedin.com/in/omiller,3681,216.99,125.07
Cook LLC,Finance,Clayton Mcdonald,Jennifer Garcia,william48@holt.com,https://www.linkedin.com/in/aaronchan,4975,188.56,222.54
"Myers, Bowman and Perez",Automotive,Anthony Morris,Robert Jennings,weberandre@rollins-ortega.com,https://www.linkedin.com/in/briana23,9513,334.85,438.84
Williams-Bowman,Human Resources,Stacey Noble,Connor Velez,cruzjulia@murphy.com,https://www.linkedin.com/in/laura04,1131,67.82,61.84
Kelly-Young,Information Technology,Maria Finley,Brian Jones,thomas01@mcconnell.com,https://www.linkedin.com/in/christian77,5139,375.91,260.89
Allen and Sons,Finance,George Bennett,Mitchell Lee,mcphersondenise@ramsey-gonzalez.com,https://www.linkedin.com/in/armstrongmatthew,4884,130.06,95.38
Burton PLC,Retail,Jason Berg,Wendy Freeman,dsmith@smith.net,https://www.linkedin.com/in/ualvarez,3131,347.71,253.87
Garcia-Farley,Manufacturing,Belinda Frye,Kevin Farrell,clarkdenise@clark.com,https://www.linkedin.com/in/karen91,1297,74.05,58.72
Livingston PLC,Automotive,Steven Taylor,Sheryl Wilson,snowalexandra@smith-foster.com,https://www.linkedin.com/in/beckyporter,6515,112.8,150.03
Fisher PLC,Administration,Lee Turner,Sarah Lopez,michael75@brown-frazier.org,https://www.linkedin.com/in/jamesmalone,3327,266.8,267.26
Christian-Tran,Retail,Carla Jenkins,Tracy Collins,herbert75@martin.biz,https://www.linkedin.com/in/sanchezdavid,8772,21.69,23.71
Adams-Martin,Retail,Logan Waters,Brenda Johnson,stevensdanielle@conway.net,https://www.linkedin.com/in/vwalters,3718,485.44,395.92
"Gonzalez, Thomas and Ortiz",Education,Kimberly Anderson,Christine Hill,stephanie00@adams.com,https://www.linkedin.com/in/bwilliams,4952,353.98,232.36
"Paul, Myers and Richardson",Manufacturing,John Dunlap,Amanda Curtis,laurenwilliams@smith-key.org,https://www.linkedin.com/in/christine76,9570,198.52,261.42
Fernandez Inc,Artificial Intelligence,Dr. Melissa Castro,Marie Lee,millerjulie@nguyen-price.org,https://www.linkedin.com/in/vanessa80,9029,74.63,56.97
Wilson PLC,Education,Dr. Eric Rogers Jr.,Mrs. Sabrina Arnold,smithheather@spencer.info,https://www.linkedin.com/in/rhuber,1967,372.42,197.66
Duncan and Sons,Automotive,Joshua Strong,Jesus Davis,jenniferlopez@williams-west.com,https://www.linkedin.com/in/pgreen,2158,139.04,121.29
Gaines Ltd,Manufacturing,Mikayla Raymond,Sydney Nelson,jpeck@gray.org,https://www.linkedin.com/in/vangmichael,983,279.63,340.45
Bird Group,Retail,Kaitlyn Harmon,Nathan Chavez,susan02@shea.com,https://www.linkedin.com/in/miguel50,5835,138.84,195.96
"Roth, Bowen and Brooks",Manufacturing,Cheryl Rodriguez,Michael Mitchell,berrylindsay@johnson.net,https://www.linkedin.com/in/christopherwolfe,4771,36.64,20.96
Johnson-Andrews,Manufacturing,Tommy Mason,John Johnson,shanevalenzuela@moore-abbott.com,https://www.linkedin.com/in/uanderson,1873,310.61,266.47
"Perez, Smith and Hammond",Automotive,Brittany Wright,Juan Ray,collierjohn@foster-moore.org,https://www.linkedin.com/in/phyllis08,587,452.01,461.74
"Williams, Sanford and Torres",Information Technology,Patrick Diaz,Lisa Bryan,udavis@petersen.com,https://www.linkedin.com/in/christinecordova,7749,494.44,607.18
"Francis, Caldwell and Cook",Healthcare,Kelly Robinson,John Ortiz,zacharybarron@montoya.com,https://www.linkedin.com/in/thomas24,762,294.32,292.07
"Robinson, Sanchez and Olsen",Information Technology,Mark Collins,Luis Brown,nwilliams@richardson-garner.net,https://www.linkedin.com/in/montgomerymichael,7453,327.58,365.64
"Barr, Murphy and Thomas",Administration,Michael Martin,Eric Watson,osbornandrea@griffin-wilson.com,https://www.linkedin.com/in/mcdonaldsamantha,3831,198.52,256.21
Barker PLC,Education,Jason Freeman,Audrey Austin,rossmichael@ramos.com,https://www.linkedin.com/in/dakota61,6280,238.32,219.51
Simon Group,Automotive,Erika Wood,Patricia Norton,gamblemarco@hernandez.net,https://www.linkedin.com/in/kennedyanthony,4876,204.63,134.48
Moore-Wood,Finance,Courtney Scott,Robert Green,baileymatthew@zimmerman.com,https://www.linkedin.com/in/bsoto,4227,465.79,619.88
"Smith, Pacheco and Ruiz",Finance,Melanie Glover,Sean Mccoy,quinnkathryn@barker.com,https://www.linkedin.com/in/munozcourtney,8404,474.78,284.23
Miller-Brown,Retail,Craig Murray,Carlos Hall,vrogers@carpenter-little.com,https://www.linkedin.com/in/andersonjohnny,2307,172.87,196.43
Frank and Sons,Manufacturing,Rodney Wilson,Carlos Chung,amypoole@campbell.com,https://www.linkedin.com/in/batesscott,3111,116.96,66.41
Stafford-White,Finance,Nancy Molina,Tracy Gomez,peterscrystal@mendez-smith.net,https://www.linkedin.com/in/mscott,8813,457.67,627.6
Galloway-White,Retail,Jodi Hernandez,Ronnie Trevino,robertsdiana@edwards.net,https://www.linkedin.com/in/yolandasmith,5582,121.77,154.25
Johnson-Drake,Manufacturing,Douglas Garner,Beverly Fisher,leonvincent@henderson.com,https://www.linkedin.com/in/denisenichols,8868,311.16,242.41
"Jenkins, Harris and Greer",Automotive,Jason Rocha,Kim Owen,mmarquez@kramer.biz,https://www.linkedin.com/in/cohendylan,8388,72.62,95.88
Allen-Parsons,Administration,Donald Rios,Devin Davidson,valerie27@taylor.com,https://www.linkedin.com/in/angie23,4663,64.63,67.68
Davis-Estrada,Administration,Eric Carson,Michael Moore,barronfelicia@vega-vincent.biz,https://www.linkedin.com/in/robertgutierrez,5571,309.3,408.22
Burch-Becker,Healthcare,Elizabeth Long,Christopher Norris,ggarcia@armstrong.com,https://www.linkedin.com/in/bryan42,9453,305.08,211.63
Cole-Bruce,Human Resources,Rachel Kennedy,Alicia Bradford,ashlee23@carroll.com,https://www.linkedin.com/in/dalton34,7621,157.31,173.86
Yates-Hoffman,Automotive,Michelle Smith,Stephanie Sanders,pnelson@franklin.biz,https://www.linkedin.com/in/justin81,7052,228.03,255.52
Torres Inc,Administration,Sandra Rowe,Grace Nelson,xmaldonado@johnson.net,https://www.linkedin.com/in/kyle85,9878,209.36,147.02
Brooks and Sons,Healthcare,Ann Payne,Alicia Reynolds,zbell@reid.com,https://www.linkedin.com/in/eugene90,5499,437.08,260.59
Price Ltd,Retail,Pam Rodriguez,Jennifer Black,bchristensen@greene.com,https://www.linkedin.com/in/hannah96,3687,365.29,352.97
Silva-Arellano,Human Resources,Judy Glover,Elizabeth Ross,anthonyarnold@cervantes.com,https://www.linkedin.com/in/caroline16,3193,412.94,489.45
Savage-Christian,Healthcare,Wendy Gray,Kevin Sullivan,mstewart@knight.com,https://www.linkedin.com/in/rebecca47,568,74.32,100.58
"Davis, Collins and Johnson",Artificial Intelligence,Jessica Smith,Russell Myers MD,obailey@ford.com,https://www.linkedin.com/in/huntjesus,2356,92.33,64.77
"Dyer, Santiago and Torres",Administration,Chelsea Rodriguez,Sharon Davis,dianamorris@suarez.net,https://www.linkedin.com/in/amypreston,850,479.41,342.6
Pierce Inc,Automotive,Anthony Avila,Brittany Clark,robertcook@dillon-miranda.com,https://www.linkedin.com/in/carolmcdonald,2504,246.27,238.2
Schultz-Gray,Information Technology,Shannon Snyder,William Clark,peter77@strong.net,https://www.linkedin.com/in/luis42,9100,98.19,79.43
Johnson-Elliott,Automotive,Crystal Wright,Heidi Miller,andrewgarza@park-schroeder.info,https://www.linkedin.com/in/lmorgan,2752,437.04,500.74
"Browning, Medina and Lee",Administration,Matthew Perry,Craig Cruz,ngonzalez@lamb.org,https://www.linkedin.com/in/james83,2383,308.81,392.35
"Owen, Gomez and Gilmore",Artificial Intelligence,Kerri Stewart,Theresa Mack,gonzalezcarmen@mata-gutierrez.net,https://www.linkedin.com/in/ubanks,2075,48.97,63.87
"Rodriguez, Davis and Tyler",Manufacturing,Matthew Trujillo,Aaron Cordova,kevinjacobs@taylor.info,https://www.linkedin.com/in/murphylatoya,3560,291.82,309.97
"Moore, Ryan and Carey",Manufacturing,Melissa Alexander,Ronald Mills,mccalljason@dalton.com,https://www.linkedin.com/in/brad56,8587,321.95,393.17
Smith and Sons,Information Technology,Emily Skinner,Kimberly Ryan,mark18@baker-higgins.com,https://www.linkedin.com/in/cory83,8575,420.57,233.04
Oliver-Flores,Manufacturing,Judy Morgan,William Wolfe,kingandrea@lopez.net,https://www.linkedin.com/in/xhuff,2450,208.33,308.46
Jackson-Collins,Education,Stephen Hahn,John Logan,lawsonjessica@pope-perez.com,https://www.linkedin.com/in/douglas07,1800,136.82,144.56
"Bailey, Williams and Ellis",Information Technology,Anthony Flores,Mrs. Karen Levy,scottmonica@lee.com,https://www.linkedin.com/in/anthonykennedy,3709,457.39,342.86
"Meyer, Mcmillan and Henderson",Administration,Melissa Roman,Jack Smith,fbrooks@baker.com,https://www.linkedin.com/in/jamiejensen,8325,332.85,468.62
"Edwards, Gonzalez and Kelly",Human Resources,Valerie Williamson,Meredith Spencer,doughertylinda@grant-johnson.net,https://www.linkedin.com/in/xmcintyre,1545,220.8,298.52
"Gomez, Pennington and Cobb",Manufacturing,Kelly Blankenship,Andrew Brock MD,john56@andersen.org,https://www.linkedin.com/in/anthonygiles,8110,94.09,118.42
"Williams, Hamilton and Barrett",Artificial Intelligence,Douglas Schaefer,Melanie Ellis,silvabeth@lester.com,https://www.linkedin.com/in/jessicawilson,6351,455.37,450.37
"Williams, Lambert and Martin",Information Technology,Sandra Henson,Glenn Powell,ricardo84@ward.com,https://www.linkedin.com/in/gary78,182,125.17,104.09
Robertson-Rollins,Administration,Zachary Robinson,Joseph Evans,larrywelch@palmer.com,https://www.linkedin.com/in/jeremy56,2874,396.71,308.73
Cain PLC,Administration,Melinda Robinson,Christopher Sullivan,james26@burke.com,https://www.linkedin.com/in/richardgarcia,9156,226.33,280.12
Simon PLC,Information Technology,Timothy Moore,Dakota Armstrong,maria61@price.com,https://www.linkedin.com/in/chaddelgado,4888,30.76,22.08
Parker Ltd,Education,Christopher Jimenez,Christy Livingston,rachelgarcia@rich-conway.org,https://www.linkedin.com/in/eromero,9862,359.26,372.61
"Fritz, Oneill and Williamson",Administration,John Johnson,Benjamin Jensen,sandovalamy@howe.net,https://www.linkedin.com/in/brownallison,1115,486.33,680.33
Mcguire PLC,Healthcare,Jacqueline Cole,James Hall,robert74@bonilla.com,https://www.linkedin.com/in/patricia08,7523,443.89,288.05
Harrison-Nelson,Retail,Adam Thomas,Tina Osborne,vwoods@robinson.biz,https://www.linkedin.com/in/austinnichols,7964,188.7,95.62
"Ware, Reyes and White",Information Technology,Victoria Leonard,Matthew Rodriguez,leslie75@mcmahon-landry.org,https://www.linkedin.com/in/ggordon,105,152.49,85.45
Dennis-Wood,Retail,Mary Lewis,Tamara Owens,nathan10@thompson.org,https://www.linkedin.com/in/chloe35,9877,85.55,71.36
"Perez, Johnson and Butler",Manufacturing,Brandon Garcia,Michael Day,duncanmatthew@moore.biz,https://www.linkedin.com/in/davenportjean,6614,231.87,342.73
Holland-Bowman,Manufacturing,Ashley Bentley,Samantha Bartlett,calvin68@jackson.com,https://www.linkedin.com/in/patricia32,6576,379.47,426.47
Mccann-Mason,Retail,Jennifer Summers,Jose Adams,natasharuiz@cummings-johnson.info,https://www.linkedin.com/in/paul72,1390,391.32,248.36
Cuevas and Sons,Finance,Melissa Mosley,James Mcmahon,amason@moore-carney.com,https://www.linkedin.com/in/sandra40,1453,260.63,255.76
Johnson LLC,Automotive,Erica Turner,Joseph Lloyd,kimberlywyatt@perkins.org,https://www.linkedin.com/in/josephgarcia,469,270.55,339.83
Castro-Bowen,Information Technology,Dorothy Spencer,Nicole White,danielfranco@johnson-zuniga.com,https://www.linkedin.com/in/tyler67,4950,80.26,119.95
"Foster, Little and Case",Administration,David Robinson,Darlene Klein,walterssusan@campbell.org,https://www.linkedin.com/in/brian82,3115,404.79,237.57
"Olson, Good and Barr",Automotive,Maurice Jones,Sharon Vincent,ehiggins@white.com,https://www.linkedin.com/in/mclaughlinwhitney,4081,474.11,709.39
"West, Duffy and Lowe",Retail,Crystal Velasquez,Jamie Carter,huntermichael@crawford-young.net,https://www.linkedin.com/in/vmueller,3426,289.33,308.78
"Davis, Phillips and Dillon",Finance,Dakota Sharp MD,Sue Castro,patricia90@jones-ashley.com,https://www.linkedin.com/in/amberashley,5673,224.62,258.12
Martinez and Sons,Manufacturing,Jacqueline Velez,Kimberly Wright,jennifer07@hancock.com,https://www.linkedin.com/in/wanda06,207,122.48,106.59
"Lyons, Smith and Ponce",Healthcare,Lori Harris,David Turner,samuel93@sandoval.com,https://www.linkedin.com/in/ronnie74,8174,492.1,653.15
"Davenport, Williams and Thomas",Finance,Jessica Lyons,Dana Dixon,lstevenson@schroeder.com,https://www.linkedin.com/in/markwheeler,1450,208.39,210.73
Oliver and Sons,Manufacturing,Calvin Ellis,Jeffrey Hill,vdean@martinez.info,https://www.linkedin.com/in/shieldsjoseph,3581,468.22,612.61
Miller-Lawrence,Automotive,Lisa Miller,Patricia Espinoza,ycollins@dominguez.biz,https://www.linkedin.com/in/zoe55,5979,457.13,289.04
"Lee, Ware and Stokes",Retail,Katherine Hunt,Corey Clark,mcdanielkathleen@hart.biz,https://www.linkedin.com/in/gsteele,5307,344.93,354.41
"Calhoun, Parker and Griffith",Administration,Jesse Richardson,Erin Dudley,danielkimberly@barton.net,https://www.linkedin.com/in/carolmontgomery,5170,327.64,295.99
Franklin-Arellano,Human Resources,Philip Larson,Caroline Griffin,julia79@anthony-bowman.com,https://www.linkedin.com/in/welchallison,7354,367.55,308.57
"Thomas, Riddle and Powell",Retail,Angela Duffy,Ryan Cox,hudsonlori@scott-jenkins.org,https://www.linkedin.com/in/fergusonstephanie,3132,122.18,146.76
Andrade and Sons,Information Technology,Jamie Dyer,Karen Malone,marquezchristian@blackwell-jones.com,https://www.linkedin.com/in/georgekevin,948,19.03,26.05
Thompson-Daniels,Retail,Michelle Potter,Brittany Carter,lnelson@higgins-mullins.org,https://www.linkedin.com/in/qcox,8709,407.08,524.96
Montgomery Ltd,Artificial Intelligence,Jonathon Cruz,Mary Porter,rivaslinda@hayes-evans.net,https://www.linkedin.com/in/kathleencarpenter,4724,390.11,377.92
Freeman Inc,Information Technology,Joshua Smith,Caitlin Jones,steven09@miller.net,https://www.linkedin.com/in/georgestewart,6809,145.11,130.08
"Simmons, Castillo and Le",Artificial Intelligence,Denise Welch,Amber Moore,oliviavaughn@torres.com,https://www.linkedin.com/in/krogers,6826,247.64,354.14
Smith-Smith,Automotive,Monica Stewart,Robert Smith,bgibson@wilson.com,https://www.linkedin.com/in/gregory85,8020,361.46,399.07
"Allen, Moore and Hernandez",Finance,Anna Nelson,Christine Harris,tlong@savage.com,https://www.linkedin.com/in/kellyrodriguez,4044,408.46,539.92
Cunningham-Johnson,Artificial Intelligence,Nicole Dunn,Frank Wolf,wilsonteresa@hoffman-smith.org,https://www.linkedin.com/in/washingtontimothy,2234,407.47,396.78
Lopez-Riley,Automotive,Aaron Jensen,Wendy Brown,bobby99@brown-little.org,https://www.linkedin.com/in/hernandezmark,723,374.84,318.77
"Murray, Frank and Fields",Automotive,Miguel Rogers,Catherine Weber,andreacolon@marshall.org,https://www.linkedin.com/in/rossnicole,7211,358.05,403.87
"Lewis, Rhodes and Nelson",Artificial Intelligence,Tammy Wright,Nicole Payne,hpark@rodriguez-harrison.com,https://www.linkedin.com/in/solisdaniel,1449,366.34,473.55
Guerrero Inc,Artificial Intelligence,Mrs. Jill Ortiz,Michelle Dean,robert93@schmitt.com,https://www.linkedin.com/in/staylor,7895,356.53,380.2
Whitaker LLC,Human Resources,Melanie Frazier,Kristin Dalton,jmarks@lopez.info,https://www.linkedin.com/in/johnsondaniel,9540,20.78,27.72
Smith-Wright,Artificial Intelligence,Shannon Singh,John Hale,thomascaldwell@butler.net,https://www.linkedin.com/in/rperez,8479,337.65,336.54
"Russell, Hoffman and Roberts",Automotive,Jay Cohen,Matthew Lowe,steven60@brown-nunez.biz,https://www.linkedin.com/in/bgarcia,3599,37.97,51.99
"Johnson, Anderson and Chavez",Information Technology,Julia Keller,Bryan Mcdonald,kristen10@chan-kim.com,https://www.linkedin.com/in/candacewright,1300,436.71,446.67
Williams-Roberts,Healthcare,Eric Douglas,Donna Henderson,hunterevans@smith.com,https://www.linkedin.com/in/gonzalezrobin,990,367.79,236.87
"Doyle, Reed and Day",Retail,Cody Farley,Karen Brown,sarah65@elliott.com,https://www.linkedin.com/in/davidharding,4958,158.96,82.69
French LLC,Artificial Intelligence,Krystal Bradley,Richard Rodriguez,charlesmcintyre@castillo.org,https://www.linkedin.com/in/pattersonrachel,8148,165.99,246.27
Bell-Hamilton,Artificial Intelligence,Tammy Boyer,Carrie Black,ejones@singh.info,https://www.linkedin.com/in/amygarcia,5602,135.98,146.02
Ward-Scott,Information Technology,Carol Coleman,Michele Villegas MD,veronica36@hull.com,https://www.linkedin.com/in/kellershawn,9545,468.42,604.5
Jackson Ltd,Retail,Joel Pearson,Scott Michael,rodneyhernandez@barton.com,https://www.linkedin.com/in/raguirre,5347,453.12,514.42
Price-Hogan,Human Resources,Sandra Jones,Cheryl Rodriguez,smithchristina@smith.com,https://www.linkedin.com/in/michael00,1685,351.22,442.4
"Villarreal, Perez and Phillips",Education,Mark Martinez,Mark Perry,matthew81@gordon.biz,https://www.linkedin.com/in/jonesjustin,4987,172.34,192.47
Jacobs Ltd,Information Technology,Steven Leonard,John Ramirez,lauren34@olson-mckee.net,https://www.linkedin.com/in/hamiltonchristopher,1633,133.63,154.38
Haney-Washington,Healthcare,Mary Long,Anthony Woods,ckramer@butler.com,https://www.linkedin.com/in/ppatterson,9373,215.19,204.5
Harrell Ltd,Healthcare,Sarah Robinson,Mr. Sean Jackson,edoyle@cisneros-crawford.com,https://www.linkedin.com/in/lorisutton,5395,478.05,559.55
"Cain, Lopez and Morris",Education,Shannon Kirk,Jose Marshall,davisseth@johnson.com,https://www.linkedin.com/in/acole,8540,241.68,350.91
Bishop-Lee,Artificial Intelligence,Paul Page,Sherry Lozano,christopher31@blackwell-robinson.com,https://www.linkedin.com/in/brookevang,9366,75.99,62.07
"Young, Carr and Ruiz",Administration,Mark Maldonado,Amber Singh,derekcastro@cooke.com,https://www.linkedin.com/in/brucerowland,1539,482.06,710.73
Martin Group,Information Technology,Pamela Randall,Jesse Thompson,nhorne@lutz-green.com,https://www.linkedin.com/in/schroederrobin,2753,161.22,100.74
Hayes Ltd,Manufacturing,John Garcia,Taylor Barron,nruiz@white.com,https://www.linkedin.com/in/emily17,6464,446.43,409.56
Wood-Mcguire,Administration,Julie Romero,Craig Rodriguez,xramos@vargas.net,https://www.linkedin.com/in/ssims,2727,431.27,403.46
Smith Group,Retail,Carlos Baldwin,Elizabeth Lee,eatoncolleen@king.com,https://www.linkedin.com/in/sean19,9718,343.56,342.62
Porter Ltd,Artificial Intelligence,Jeffrey Smith,Patricia Adkins,ecook@garcia.org,https://www.linkedin.com/in/emilyadams,4675,375.73,258.49
"Vega, Russell and Garcia",Administration,Matthew Mccullough,Julie Garcia,nrogers@bauer-kennedy.org,https://www.linkedin.com/in/jasmine03,502,377.4,297.36
"Wolfe, Young and Key",Human Resources,Steven Farrell,Daniel Vasquez,kennethbarron@ramos.com,https://www.linkedin.com/in/troy52,9035,243.11,206.51
"Manning, Christensen and Hernandez",Administration,Ashley Hess,Matthew Parker,jennifer48@potter.com,https://www.linkedin.com/in/jodihuynh,4263,85.99,98.46
King-Johnson,Manufacturing,Robert Moore,Carlos Floyd,lauren92@wade.com,https://www.linkedin.com/in/amanda98,746,270.96,275.38
"Stark, Thomas and Mcintyre",Healthcare,Mary Olson,Jason Brady,crystal35@hunter-haney.com,https://www.linkedin.com/in/elizabethhardy,5951,107.67,80.81
Brooks-Cain,Information Technology,Theodore White,Stephanie Blanchard,danielmedina@wiley.com,https://www.linkedin.com/in/michellejones,6567,407.29,408.48
"Hodges, Powell and Howard",Administration,Sydney Terrell,James Lopez,vazquezjohn@barrett.com,https://www.linkedin.com/in/anthony51,1450,360.11,441.27
"Montgomery, Fitzpatrick and Green",Administration,Daniel Duarte,Jessica Becker,pagekevin@jordan.org,https://www.linkedin.com/in/tiffany37,4391,373.72,443.56
"Smith, Olsen and Hall",Manufacturing,Claire Blankenship,Margaret Cox,qwallace@baker-perez.com,https://www.linkedin.com/in/sheryl09,9703,321.53,380.51
Jones-Gray,Finance,Kathleen Warner,Meghan Shepard,patricia45@scott.com,https://www.linkedin.com/in/hfreeman,8367,443.43,366.2
Phelps-Bennett,Administration,Jasmin Parker,Krista Richardson,smallbridget@lopez-cline.org,https://www.linkedin.com/in/chrisperez,1047,440.24,389.92
Lewis-Duran,Human Resources,Tiffany Owens,Jacob Meyer,holly49@mercado.org,https://www.linkedin.com/in/jennifer11,3030,150.83,165.78
"Gray, Torres and Wiggins",Education,Terry Ochoa,Timothy Wright,phamlinda@armstrong-walton.com,https://www.linkedin.com/in/woodjermaine,3900,299.43,185.64
Meyer-Frey,Retail,Mr. Robert Cannon,Lisa Rios,isaiah62@ferguson.com,https://www.linkedin.com/in/mcguirevictoria,4336,479.44,350.71
Wallace-Schmidt,Retail,Tonya Hernandez,Patty Hughes,mclark@oconnell.info,https://www.linkedin.com/in/tyler05,2912,307.12,159.3
Lawrence-Evans,Retail,Patrick Wood,Melissa Humphrey,fergusonshelley@torres.com,https://www.linkedin.com/in/jessicatorres,8850,447.0,640.09
"Le, Huff and Charles",Education,Matthew Thomas,Gabriel Powers,fisherkenneth@herrera.com,https://www.linkedin.com/in/jessica91,3407,295.09,227.87
"Frost, Brooks and Hinton",Finance,Latoya Garcia,Briana Flores,danielpowers@waters.com,https://www.linkedin.com/in/larry94,2009,108.33,132.32
"Fletcher, Gonzalez and Hardy",Finance,Hunter Jackson,Vanessa Black,davidsonmichael@harrison.org,https://www.linkedin.com/in/dwilliams,7856,211.33,115.13
"Mcdonald, Wilson and Roberts",Information Technology,Mary Tyler,Juan Clark,cynthiawalker@gonzales-moss.biz,https://www.linkedin.com/in/xmason,2421,489.18,515.48
Craig-Johns,Artificial Intelligence,Robin Montgomery,Clarence Hansen,rasmussenjeffrey@hester-bailey.org,https://www.linkedin.com/in/michael99,154,269.1,350.8
Arnold-Marshall,Artificial Intelligence,Frank Vazquez,Matthew Gomez,dmcgee@ortiz-collins.com,https://www.linkedin.com/in/stephanievasquez,9092,225.21,168.84
"Brown, Castaneda and Turner",Finance,Ashley Wilkinson,Paul Long,jessicamercer@wade.org,https://www.linkedin.com/in/laura28,8725,177.6,114.25
"Parker, Farmer and Mccormick",Human Resources,Charles Moreno,Jessica Jenkins,matthew05@cruz-hooper.com,https://www.linkedin.com/in/rebecca22,9580,293.56,204.02
Scott-Stewart,Automotive,Kaitlyn Fischer,Donald Barber,robert98@williams-wood.com,https://www.linkedin.com/in/greentroy,7129,67.46,62.99
Wyatt-Dunn,Education,Megan Morgan,Michelle Moore DDS,nealbarbara@diaz-moss.biz,https://www.linkedin.com/in/murphyruth,3363,143.94,163.66
Wheeler-Santana,Human Resources,Jessica Walker,Shannon Butler,blackeric@russell.com,https://www.linkedin.com/in/ukeller,3626,442.35,232.54
"Hill, Moon and Howell",Information Technology,Dennis Rodriguez,Eric Barnes,jessicamartinez@smith.com,https://www.linkedin.com/in/adam92,8106,320.16,187.33
Davenport-Vazquez,Automotive,Alexis Collier,Barbara Castillo,abarr@arnold-cummings.net,https://www.linkedin.com/in/jenniferaguilar,9330,258.75,305.61
"Riley, Sharp and Sanders",Human Resources,Dana Johnson,Jay Spencer,williamskimberly@black.info,https://www.linkedin.com/in/fmeadows,5371,376.44,508.45
Hughes-Cox,Information Technology,Carl Douglas,Sean Esparza Jr.,cheyenne49@gomez-edwards.com,https://www.linkedin.com/in/troytucker,2418,94.45,83.1
Lin Inc,Administration,Bradley Le,Anthony Hall,christensennicole@williams.org,https://www.linkedin.com/in/luke73,3286,386.29,249.51
Rivers Ltd,Healthcare,Jennifer Campbell,Colleen Frank,beckywilson@nelson-oliver.com,https://www.linkedin.com/in/bradleyperez,1715,324.52,173.33
Williams PLC,Healthcare,Amy Brady,Julia Brewer,breanna99@powell-james.com,https://www.linkedin.com/in/yvonne43,8767,161.86,88.24
Williamson-Richards,Human Resources,Nathaniel Kim,Christopher Howard,christopherfrank@oconnell.biz,https://www.linkedin.com/in/brenda30,5669,136.35,96.39
Jones-Reed,Information Technology,Sara Richardson,Heidi Williams,kiarahamilton@chambers.net,https://www.linkedin.com/in/krojas,2983,151.14,86.99
Cooper-Navarro,Artificial Intelligence,Karen Byrd,Laurie Taylor,brittany55@howell.biz,https://www.linkedin.com/in/qjohnson,4324,269.03,366.89
Dillon Inc,Manufacturing,Kevin Anthony,Joshua Johnson,ashleyhampton@buck.info,https://www.linkedin.com/in/samuel26,4256,281.01,288.56
"Griffin, Harding and Taylor",Education,Christina Gardner,Mr. Christopher Blair,gking@garcia.net,https://www.linkedin.com/in/keith12,3705,443.9,274.09
"Rodgers, Barr and Foster",Administration,Jade Taylor,Maria Henson,nicholas82@huffman.net,https://www.linkedin.com/in/brittanygardner,1525,259.4,273.67
"Hernandez, Aguilar and Campbell",Manufacturing,Brittany Newman,Mark Smith,sean42@jones-cruz.com,https://www.linkedin.com/in/heatheroneal,2642,150.55,163.49
"Sims, Arnold and Rodriguez",Education,Keith Wood,Brian Young,tina07@salas.com,https://www.linkedin.com/in/faulknerthomas,2565,135.63,153.94
James PLC,Automotive,Adam Osborne,Lindsay Gonzalez,christina30@robinson-mendez.net,https://www.linkedin.com/in/jennifergilbert,7575,108.26,109.03
"Banks, Alvarez and Williams",Manufacturing,Shane Rodriguez,Christina Kim,michaelgreene@short.com,https://www.linkedin.com/in/lgarner,2051,82.61,95.07
Patterson-Ortiz,Education,Derek Flynn,Stephanie Morales,katie25@moran.biz,https://www.linkedin.com/in/amanda62,5898,400.33,531.5
"Rogers, Espinoza and Foster",Information Technology,Andrea Pollard,Mary Long,scottelizabeth@scott.net,https://www.linkedin.com/in/jacob86,9297,273.33,213.75
"Chase, Richardson and Thomas",Retail,Lee Wiley,John Caldwell,terrijohns@mckinney-thomas.net,https://www.linkedin.com/in/timothy34,1398,81.22,61.72
Saunders Inc,Automotive,Debbie Anderson,Deborah Hill,jlowe@eaton.com,https://www.linkedin.com/in/kjohnson,1526,178.25,229.82
Gonzalez-Huynh,Healthcare,Hannah Pierce,Douglas Stanley,williamskyle@zimmerman-johnson.com,https://www.linkedin.com/in/brandi91,9267,494.64,587.5
